Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,21,Motorcycle over 50cc and up to 125cc
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Taxi/Private hire car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Taxi/Private hire car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,70,Car
1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,20,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,44,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,18,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,19,Car
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,49,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,36,Car
1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,24,Car
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,34,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,46,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,75,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,35,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,31,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3,Car
1,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,28,Car
1,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,18,Motorcycle over 50cc and up to 125cc
1,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,61,Motorcycle over 500cc
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,78,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
3,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,64,Car
3,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,27,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,31,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,48,Pedal cycle
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Minibus (8 – 16 passenger seats)
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,68,Minibus (8 – 16 passenger seats)
3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,58,Car
3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,35,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,50,Car
4,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,68,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
3,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Serious,Male,37,Goods vehicle 3.5 tonnes mgw and under
3,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,17,M/cycle 50cc and under
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,49,Motorcycle over 50cc and up to 125cc
1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,65,Car
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Fatal,Male,41,Pedal cycle
2,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Car
2,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,33,Car
2,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,22,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,60,Car
1,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Motorcycle over 50cc and up to 125cc
2,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,7,Pedal cycle
2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,40,Car
2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,23,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Pedal cycle
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,57,Pedal cycle
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Taxi/Private hire car
1,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,39,Car
1,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,38,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,78,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,65,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,39,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,31,Bus or coach (17 or more passenger seats)
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,42,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,47,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,20,Motorcycle over 50cc and up to 125cc
3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,39,Taxi/Private hire car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,42,Car
2,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,44,Car
4,Motorway,Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,58,Car
1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,19,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,45,Car
2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,50,Car
2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Pedal cycle
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,35,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Motorcycle over 50cc and up to 125cc
1,Motorway,Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,24,Car
1,Motorway,Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,38,Car
1,Motorway,Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,22,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,17,Car
1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,15,Car
2,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,24,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,28,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,65,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,12,Pedal cycle
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Taxi/Private hire car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Pedal cycle
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Pedal cycle
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,50,Pedal cycle
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,40,Motorcycle over 50cc and up to 125cc
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,4,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Pedal cycle
2,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,33,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Pedal cycle
1,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,M/cycle 50cc and under
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,20,Pedal cycle
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,47,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,26,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,34,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,40,Car
3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,31,Car
3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
2,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,18,Car
2,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Motorcycle over 500cc
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Motorcycle over 50cc and up to 125cc
2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,29,Pedal cycle
1,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,33,Goods vehicle 3.5 tonnes mgw and under
2,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,62,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,81,Car
2,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Car
2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,71,Pedal cycle
1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,21,Car
1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,Car
